"[Code]|[Description]|[IndustryID]|[Name]|[OKVEDID]|[ParentCode]|[ParentOKVEDID]" 
33.20.6|Эта группировка включает: - производство микроскопов, кроме оптических микроскопов, и дифракционных аппаратов - производство машин и приборов для испытания механических характеристик материалов - производство счетчиков производства и потребления газа, жидкости и электроэнергии - производство счетчиков числа оборотов и счетчиков количества продукции, таксометров, шагомеров, спидометров, тахометров и стробоскопов - производство приборов, инструментов и машин для измерения, контроля или испытаний, не включенных в другие группировки Эта группировка не включает: - производство оптических микроскопов, см. 33.40|9|Производство прочих приборов и инструментов для измерения, контроля и испытаний|768|33.20|762
33.20.7|Эта группировка включает: - производство приборов и аппаратов для автоматического управления расходом, уровнем, давлением и другими переменными жидкостей или газов, а также для регулирования температуры - производство автоматических регуляторов электрических величин и приборов и аппаратов для автоматического регулирования неэлектрических величин, работа которых зависимости от регулируемого фактора - производство прочих приборов и аппаратов для автоматического регулирования или управления, центров или пультов автоматического управления|9|Производство приборов и аппаратуры для автоматического регулирования или управления (центров или пультов автоматического управления)|769|33.20|762
33.20.8|Эта группировка включает: - производство частей и принадлежностей приборов, аппаратов и инструментов по всем составляющим группировку 33.20, не включенных в другие группировки и подразделы|9|Производство частей приборов, аппаратов и инструментов для измерения, контроля, испытания, навигации и прочих целей|770|33.20|762
33.20.9|Эта группировка также включает: - проведение пусконаладочных работ|9|Предоставление услуг по монтажу, ремонту и техническому обслуживанию приборов и инструментов для измерения, контроля, испытания, навигации, локации и прочих целей|771|33.20|762
33.3|-|9|Монтаж приборов контроля и регулирования технологических процессов|772|33|755
33.30|Эта группировка включает: - монтаж систем контроля и регулирования непрерывных технологических процессов - монтаж автоматизированных производственных предприятий (цехов, центров), оснащенных различными машинами, автоматическими транспортными и погрузочно - разгрузочными устройствами и централизованной системой управления - проведение пусконаладочных работ|9|Монтаж приборов контроля и регулирования технологических процессов|773|33.3|772
33.4|-|9|Производство оптических приборов, фото- и кинооборудования|774|33|755
33.40|-|9|Производство оптических приборов, фото- и кинооборудования|775|33.4|774
33.40.1|Эта группировка включает: - производство очков и линз и их частей: контактных линз, линз для очков из стекла и прочих материалов, корректирующих очков, защитных очков и прочих очков, оправ для очков, частей оправ и элементов оправ для очков - производство прочих оптических приборов и их частей: - производство оптически обработанных оптических элементов из стекла и других материалов, смонтированных или несмонтированных: призм, линз, оптических зеркал, цветных светофильтров, поляризационных светофильтров и т.п. - производство волоконных световодов и волоконно - оптических кабелей для прямой передачи изображений: для эндоскопии, освещения, получения прямых изображений - производство оптических приборов: оптических микроскопов, увеличительных стекол, линз, луп, счетчиков нитей, биноклей, телескопов, оптических (телескопических) прицелов и перископов, астрономического оборудования и т.п. - производство приборов на жидких кристаллах - производство лазеров, кроме лазерных диодов - производство фото- и кинооборудования и его частей: - производство объективов для фотокамер, кинокамер, проекторов, фотоувеличителей и фотоуменьшителей - производство фото- и кинокамер - производство кинопроекторов, проекторов слайдов, прочих проекторов изображений - производство фотовспышек, кроме одноразовых ламп - вспышек, фотоувеличителей и фотографического оборудования для проецирования изображений с уменьшением, аппаратуры и оборудования для фото- и кинолабораторий, негатоскопов, проекционных экранов - производство устройств для считывания информации с микрофильмов, микрофиш или прочих микроносителей - производство аппаратуры для нанесения конфигурации электрических схем на полупроводниковые материалы (для фотолитографии) - производство частей и принадлежностей фото- и кинооборудования Эта группировка не включает: - производство микроскопов, кроме оптических, см. 33.20.6 - производство оптических контрольно - измерительных приборов и аппаратуры, см. 33.20 - производство одноразовых ламп - вспышек в форме куба, см. 31.50 - производство фотокопировальных и термокопировальных аппаратов, см. 30.01.2 - производство электронных дифракционных аппаратов, см. 33.20.6 - производство фотографических дальномеров, см. 33.20.1 - производство экспонометров, предназначенных или не предназначенных для установки в камерах, см. 33.20.5 - производство фотоматериалов, см. 24.64 - производство необработанных оптических элементов из стекла, см. 26.15.81 - производство волоконно - оптических кабелей для передачи кодированных данных, см. 31.30 - производство телевизионных камер, см. 32.20 - ремонт бытовых фото- и кинокамер, см. 52.74|9|Производство оптических приборов, фото- и кинооборудования, кроме ремонта|776|33.40|775
33.40.9|-|9|Предоставление услуг по ремонту и техническому обслуживанию профессионального фото- и кинооборудования и оптических приборов|777|33.40|775
33.5|-|9|Производство часов и других приборов времени|778|33|755
33.50|-|9|Производство часов и других приборов времени|779|33.5|778
33.50.1|Эта группировка включает: - производство наручных и прочих часов всех типов, включая секундомеры, часы для приборных панелей - производство приборов для отсчета времени, приборов для измерения, регистрации или любой фиксации интервалов времени, например счетчиков времени парковки, датчиков времени протекания технологических процессов, таймеров, реле времени и т.п.|9|Производство готовых часов и других приборов времени|780|33.50|779
33.50.2|Эта группировка включает: - производство часовых механизмов всех типов - производство корпусов часов, включая корпуса из драгоценных металлов - производство составных частей часов: пружин, камней, циферблатов, стрелок, металлических браслетов и ремешков для наручных часов, табличек и т.п. Эта группировка не включает: - производство неметаллических ремешков для часов, см. 19.20|9|Производство часовых механизмов и частей часов и приборов времени|781|33.50|779
33.50.9|Эта группировка не включает: - предоставление услуг по ремонту часов, будильников и т.п., см. 52.73|9|Предоставление услуг по монтажу, ремонту и техническому обслуживанию промышленных приборов и аппаратуры для измерения временных интервалов|782|33.50|779
Подраздел DM|-||ПРОИЗВОДСТВО ТРАНСПОРТНЫХ СРЕДСТВ И ОБОРУДОВАНИЯ|783|РАЗДЕЛ D|177
34|-||Производство автомобилей, прицепов и полуприцепов|784|РАЗДЕЛ Q|1874
34.1|-|9|Производство автомобилей|785|34|784
34.10|Эта группировка не включает: - производство автомобильных аккумуляторов, см. 31.40.2 - производство электрооборудования для автомобилей, см. 31.61 - техническое обслуживание, ремонт и переоборудование автомобилей, см. 50.20|9|Производство автомобилей|786|34.1|785
34.10.1|Эта группировка включает: - производство поршневых двигателей внутреннего сгорания с искровым зажиганием и поршневых двигателей внутреннего сгорания с воспламенением от сжатия для автомобилей, тракторов, других самоходных транспортных средств, кроме средств железнодорожного, воздушного и водного транспорта Эта группировка не включает: - производство двигателей для мотоциклов и мопедов, см. 35.41|9|Производство двигателей внутреннего сгорания для автомобилей|787|34.10|786
34.10.2|Эта группировка включает: - производство моторных транспортных средств для перевозки не более девяти человек, включая водителя (включая автомобили - амфибии) - производство спортивных и гоночных автомобилей - производство жилых автофургонов - производство специализированных автомашин: скорой помощи, автокатафалков Эта группировка не включает: - производство транспортных средств, специально предназначенных для передвижения по снегу, автомашин для гольфовых площадок и подобных транспортных средств, см. 34.10.5|9|Производство легковых автомобилей|788|34.10|786
34.10.3|Эта группировка включает: - производство автобусов (и других автомобилей для перевозки 10 человек или более, включая водителя) и троллейбусов|9|Производство автобусов и троллейбусов|789|34.10|786
34.10.4|Эта группировка включает: - производство грузовых автомобилей: - бортовых, фургонов, тягачей для полуприцепов, самосвалов, кроме внедорожных, автоцистерн (с насосами или без насосов), рефрижераторных или термоизоляционных грузовиков, автобетоновозов, мусоросборщиков - производство автомобильных шасси, оборудованных двигателем и кабиной - производство шахтных челноковых транспортных средств для перевозки угля или руды от очистных машин к конвейерам - производство самозагружающихся транспортных средств, оборудованных лебедками, подъемными устройствами, но предназначенных, в основном, для транспортных целей Эта группировка не включает: - производство автомобилей - самосвалов, предназначенных для использования вне дорожной сети, см. 34.10.5 - производство автобетоносмесителей, см. 34.10.5 - производство автомобилей специального назначения, см. 34.10.5|9|Производство грузовых автомобилей|790|34.10|786
34.10.5|Эта группировка включает: - производство автомобилей - самосвалов, предназначенных для использования вне дорожной сети - производство грузовых автомобилей, оснащенных подъемными кранами (автокранов) - производство автомобилей, специально предназначенных для движения по снегу; производство автомобилей для гольфовых площадок и аналогичных транспортных средств - производство автомобилей специального назначения прочих, не включенных в другие группировки (автобуровых, автобетононасосов, автобетоносмесителей, автомастерских и автолабораторий, пожарных автомобилей, автомобилей - электростанций и т.п.)|9|Производство автомобилей специального назначения|791|34.10|786
34.2|-|9|Производство автомобильных кузовов; производство прицепов, полуприцепов и контейнеров, предназначенных для перевозки одним или несколькими видами транспорта|792|34|784
34.20|Эта группировка включает: - производство кузовов (включая кабины) для автомобилей и тракторов - производство контейнеров, специально предназначенных и оборудованных для перевозки одним или несколькими видами транспорта - производство прицепов и полуприцепов, кроме самозагружающихся или саморазгружающихся прицепов и полуприцепов для сельского хозяйства - производство тяжелых грузовиков с откидывающимися рамами и погружными наклонными трапами для перевозки тяжелой техники и оборудования Эта группировка не включает: - производство самозагружающихся или саморазгружающихся прицепов и полуприцепов для сельского хозяйства, см. 29.32.1|9|Производство автомобильных кузовов; производство прицепов, полуприцепов и контейнеров, предназначенных для перевозки одним или несколькими видами транспорта|793|34.2|792
34.3|-|9|Производство частей и принадлежностей автомобилей и их двигателей|794|34|784
34.30|Эта группировка включает: - производство составных частей двигателей для автомобилей, включая производство впускных и выпускных клапанов двигателей внутреннего сгорания - производство прочих частей и принадлежностей для автомобилей и тракторов, не включенных в другие группировки: тормозов, коробок передач, осей, ходовых колес, амортизаторов подвески, радиаторов, глушителей, выхлопных труб, муфт сцеплений, рулевых колес, рулевых колонок, рулевых приводов - производство ремней безопасности и прочих составных частей и принадлежностей кузовов автомобилей: дверей, бамперов и т.п.|9|Производство частей и принадлежностей автомобилей и их двигателей|795|34.3|794
35|-||Производство судов, летательных и космических аппаратов и прочих транспортных средств|796|РАЗДЕЛ Q|1874
35.1|-|9|Строительство и ремонт судов|797|35|796
35.11|-|9|Строительство и ремонт судов|798|35.1|797
35.11.1|Эта группировка включает: - строительство военных кораблей - строительство судов для грузовых и пассажирских перевозок: строительство круизных судов, паромов, танкеров, транспортных, грузовых и пассажирских судов - строительство промысловых судов и прочих судов специального назначения: рыболовных судов, судов - рыбозаводов и прочих судов для обработки и консервирования рыбных продуктов, буксиров и толкачей, земснарядов, плавучих маяков, пожарных катеров, плавучих кранов и прочих судов специального назначения - строительство плавучих и погружных платформ для бурения и эксплуатации скважин - строительство прочих плавучих средств: плавучих баков, причалов, кессонов, буев и бакенов Эта группировка не включает: - производство гребных винтов, см. 28.75.26 - производство судовых двигателей, см. 29.11.1 - производство судовых навигационных средств, см. 33.20 - производство автомобилей - амфибий, см. 34.10.2 - производство надувных лодок и плотов, см. 35.12|9|Строительство судов|799|35.11|798
35.11.9|-|9|Предоставление услуг по ремонту и техническому обслуживанию, переделка и разрезка на металлолом судов, плавучих платформ и конструкций|800|35.11|798
35.12|-|9|Строительство и ремонт спортивных и туристских судов|801|35.1|797
35.12.1|Эта группировка включает: - строительство спортивных и туристских (прогулочных) судов: парусных судов со вспомогательным двигателем или без него, надувных прогулочных и спортивных лодок, прочих спортивных и прогулочных лодок, шлюпок, каноэ Эта группировка не включает: - производство судовых двигателей, см. 29.11.1 - производство виндсерферов, см. 36.40|9|Строительство спортивных и туристских (прогулочных) судов|802|35.12|801
35.12.9|-|9|Предоставление услуг по ремонту и техническому обслуживанию спортивных и туристских (прогулочных) судов|803|35.12|801
35.2|-|9|Производство железнодорожного подвижного состава (локомотивов, трамвайных моторных вагонов и прочего подвижного состава)|804|35|796
35.20|Эта группировка не включает: - производство двигателей и турбин, см. 29.11 - производство электродвигателей, см. 31.10 - производство электрооборудования для сигнализации, обеспечения безопасности и регулирования движения транспортных средств, см. 31.62|9|Производство железнодорожного подвижного состава (локомотивов, трамвайных моторных вагонов и прочего подвижного состава)|805|35.2|804
35.20.1|Эта группировка включает: - производство электровозов - производство тепловозов - производство прочих железнодорожных локомотивов и тендеров локомотивов|9|Производство железнодорожных локомотивов|806|35.20|805
35.20.2|-|9|Производство моторных железнодорожных, трамвайных вагонов и вагонов метро, автомотрис и автодрезин, кроме транспортных средств для ремонта и технического обслуживания железнодорожных и трамвайных путей|807|35.20|805
35.20.3|-|9|Производство прочего подвижного состава|808|35.20|805
35.20.31|-|9|Производство транспортных средств для ремонта и технического обслуживания железнодорожных, трамвайных и прочих путей|809|35.20|805
35.20.32|-|9|Производство несамоходных пассажирских железнодорожных, трамвайных вагонов и вагонов метро, багажных, почтовых и прочих вагонов специального назначения, кроме вагонов, предназначенных для ремонта и технического обслуживания путей|810|35.20|805
35.20.33|-|9|Производство несамоходных железнодорожных, трамвайных и прочих вагонов для перевозки грузов|811|35.20|805
35.20.4|Эта группировка включает: - производство железнодорожного и трамвайного и прочего путевого оборудования (сборных путевых блоков, поворотных платформ, платформенных буферов, габаритов нагрузки) - производство механического и электромеханического оборудования сигнализации, обеспечения безопасности или управления для железных дорог, трамвайных и прочих путей, шоссейных дорог, внутренних водных путей, парковок, портовых объектов или аэродромов Эта группировка не включает: - производство рельсов в несобранном виде, см. 27.16.1 - производство прочих изделий из стального проката для верхнего строения железнодорожного пути, см. 27.35.2 - производство шпал, см. 20.10, 26.66 - производство несущих элементов контактной сети (пилонов, порталов и т.п.), см. 26.61, 28.11 - производство дорожных, железнодорожных и других указателей, не имеющих механических элементов, которые классифицируются в соответствии с материалом изготовления, см. 20.51.4, 28.75.27 - производство сигнальных фонарей, см. 31.62.1, 31.50|9|Производство частей железнодорожных локомотивов, трамвайных и прочих моторных вагонов и подвижного состава; производство путевого оборудования и устройств для железнодорожных, трамвайных и прочих путей, механического и электромеханического; оборудования для управления движением|812|35.20|805
35.20.9|-|9|Предоставление услуг по ремонту, техническому обслуживанию и переделке железнодорожных локомотивов, трамвайных и прочих моторных вагонов и подвижного состава|813|35.20|805
35.3|-|9|Производство летательных аппаратов, включая космические|814|35|796
35.30|Эта группировка не включает: - производство парашютов, см. 17.40 - производство деталей систем зажигания и прочих электрических частей двигателей внутреннего сгорания, см. 31.61 - производство бортовых авиационных приборов и систем воздушной навигации, см. 33.20|9|Производство летательных аппаратов, включая космические|815|35.3|814
35.30.1|-|9|Производство силовых установок и двигателей для летательных аппаратов или космических аппаратов; устройств для ускоренного взлета самолетов, палубных тормозных устройств; наземных летных тренажеров для летного состава и их частей|816|35.30|815
35.30.11|-|9|Производство двигателей летательных аппаратов с искровым зажиганием и их частей|817|35.30|815
35.30.12|-|9|Производство турбореактивных и турбовинтовых двигателей и их частей|818|35.30|815
35.30.13|-|9|Производство реактивных двигателей, кроме турбореактивных, и их частей|819|35.30|815
35.30.14|Эта группировка включает: - производство устройств для ускоренного взлета самолетов и прочих катапульт, стартового оборудования для летательных аппаратов - производство палубных тормозных устройств и аналогичных устройств - производство частей устройств для ускоренного взлета самолетов, палубных тормозных устройств и аналогичных устройств|9|Производство устройств для ускоренного взлета самолетов, палубных тормозных устройств и аналогичных устройств|820|35.30|815
35.30.17|-|9|Производство наземных тренажеров для летного состава и их частей|821|35.30|815
35.30.2|-|9|Производство воздушных шаров, дирижаблей, планеров, дельтапланов и прочих безмоторных летательных аппаратов|822|35.30|815
35.30.3|-|9|Производство вертолетов, самолетов и прочих летательных аппаратов|823|35.30|815
35.30.4|Эта группировка не включает: - производство военных ракет - носителей или баллистических ракет, полезный груз которых возвращается на землю после достижения своего апогея и которые придают полезной нагрузке конечную скорость не выше 7000 км/ч, см. 29.60|9|Производство космических аппаратов, ракет - носителей|824|35.30|815
35.30.41|-|9|Производство автоматических космических аппаратов и объектов|825|35.30|815
35.30.42|-|9|Производство пилотируемых космических кораблей многоразового использования, орбитальных станций, прочих космических аппаратов|826|35.30|815
35.30.43|-|9|Производство ракет - носителей, разгонных блоков|827|35.30|815
35.30.5|Эта группировка включает: - производство основных узлов: фюзеляжей, крыльев, дверей, шасси, стабилизаторов и рулей, рычагов управления, тормозов и тормозных блоков, топливных баков, приборных щитков и т.п. Эта группировка не включает: - производство бортовых авиационных приборов, систем воздушной навигации, приборов и аппаратуры для автоматического регулирования или управления, см. 33.20|9|Производство прочих частей и принадлежностей летательных аппаратов и космических аппаратов|828|35.30|815
35.30.9|-|9|Предоставление услуг по ремонту, техническому обслуживанию и переделка летательных аппаратов и двигателей летательных аппаратов|829|35.30|815
35.4|-|9|Производство мотоциклов и велосипедов|830|35|796
35.41|Эта группировка включает: - производство мотоциклов, мопедов и велосипедов, снабженных вспомогательным двигателем - производство мотоциклетных двигателей - производство мотоциклетных колясок - производство частей и принадлежностей мотоциклов Эта группировка не включает: - производство частей мотоциклетных двигателей, см. 34.30 - производство велосипедов, см. 35.42 - производство инвалидных колясок, см. 35.43|9|Производство мотоциклов, мопедов и мотоциклетных колясок|831|35.4|830
35.42|Эта группировка включает: - производство безмоторных велосипедов и других велосипедов, включая трехколесные грузовые велосипеды Эта группировка не включает: - производство велосипедов со вспомогательным двигателем, см. 35.41 - производство детских велосипедов, кроме двухколесных, см. 36.50|9|Производство велосипедов|832|35.4|830
35.43|Эта группировка включает: - производство инвалидных колясок, оснащенных или не оснащенных двигателем или другими механизмами для передвижения - производство частей и принадлежностей для инвалидных колясок|9|Производство инвалидных колясок|833|35.4|830
35.5|-|9|Производство прочих транспортных средств и оборудования, не включенных в другие группировки|834|35|796
35.50|Эта группировка включает: - производство тачек, грузовых тележек, ручных тележек и т.п. - производство транспортных средств, приводимых в движение живой тягой|9|Производство прочих транспортных средств и оборудования, не включенных в другие группировки|835|35.5|834
Подраздел DN|-||ПРОЧИЕ ПРОИЗВОДСТВА|836|РАЗДЕЛ D|177
36|-||Производство мебели и прочей продукции, не включенной в другие группировки|837|РАЗДЕЛ Q|1874
36.1|Эта группировка также включает: - ремонт и реставрацию мебели - производство мебели по заказам населения - производство частей мебели Эта группировка не включает: - производство мебели из бетона, цемента, камня, см. 26|30|Производство мебели|838|36|837
36.11|Эта группировка включает: - производство стульев и другой мебели для сидения из любого материала для офисов, рабочих и жилых помещений - производство стульев и другой мебели для сидения из любого материала для театров, кинотеатров и т.п. - производство стульев и другой мебели для сидения из любого материала для транспортных средств Эта группировка также включает: - отделку (обивку стульев и другой мебели для сидения и т.п. отделку) Эта группировка не включает: - производство медицинской, хирургической, стоматологической и ветеринарной мебели, см. 33.10.2|30|Производство стульев и другой мебели для сидения|839|36.1|838
36.12|Эта группировка включает: - производство специальной мебели для магазинов: прилавков, витрин, полок и т.п. - производство мебели для офисов, рабочих помещений, учебных заведений, предприятий общественного питания, бытового обслуживания и т.п. Эта группировка не включает: - производство электрических светильников и осветительной арматуры, см. 31.50 - производство медицинской, хирургической, стоматологической и ветеринарной мебели, см. 33.10.2|30|Производство мебели для офисов и предприятий торговли|840|36.1|838
36.13|Эта группировка включает: - производство специализированной, в том числе встраиваемой, кухонной мебели|30|Производство кухонной мебели|841|36.1|838
36.14|Эта группировка включает: - производство мебели из любых материалов для спальни, столовой, общей комнаты и других жилых помещений, производство садовой мебели, включая плетеную, и т.п. Эта группировка также включает: - отделку мебели, кроме стульев и другой мебели для сидения (пульверизационную обработку, окрашивание, полирование, лакирование и обивку) Эта группировка не включает: - производство светильников и осветительной арматуры, см. 31.50|30|Производство прочей мебели|842|36.1|838
36.15|Эта группировка включает: - производство основ для матрасов - производство матрасов: - производство пружинных или набивных матрасов, а также матрасов с внутренней основой из вспомогательного материала - производство необтянутых матрасов из пористой резины или пенопласта Эта группировка не включает: - производство подушек, в том числе диванных, пуфов, думок, стеганых одеял и покрывал, см. 17.40 - производство надувных матрасов, см. 25.13.7|30|Производство матрасов|843|36.1|838
36.2|-|31|Производство ювелирных изделий и технических изделий из драгоценных металлов и драгоценных камней, монет и медалей|844|36|837
36.21|Эта группировка включает: - производство монет, включая монеты, используемые в качестве платежных средств, медалей и медальонов из драгоценных (благородных) и недрагоценных (неблагородных) металлов|31|Чеканка монет и медалей|845|36.2|844
36.22|Эта группировка также включает: - гравирование изделий из драгоценных металлов - производство изделий из недрагоценных металлов, плакированных драгоценными металлами - производство изделий из полудрагоценных, поделочных и синтетических камней Эта группировка не включает: - производство изделий из недрагоценных металлов с гальваническими покрытиями из драгоценных металлов, см. 28|31|Производство ювелирных изделий и технических изделий из драгоценных металлов и драгоценных камней|846|36.2|844
36.22.1|Эта группировка включает: - производство технических, в том числе лабораторных изделий из драгоценных металлов (тиглей, электродов, катализаторных решеток, химически стойкой аппаратуры и т.п.) Эта группировка не включает: - производство драгоценных металлов в первичных формах, см. 27.41 - производство отливок из драгоценных металлов, см. 27.54 - производство медицинских инструментов и их частей, см. 33.10.1|31|Производство изделий технического назначения из драгоценных металлов|847|36.22|846
